央视高清,#genre#
兵团卫视,http://39.134.66.66/PLTV/88888888/224/3221226005/index.m3u8
兵团卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8

延边卫视,http://39.134.66.66/PLTV/88888888/224/3221226040/index.m3u8
延边卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
延边卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
康巴卫视,http://39.134.66.66/PLTV/88888888/224/3221225527/index.m3u8
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
康巴卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226234/index.m3u8
安多卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
安多卫视,http://39.134.66.66/PLTV/88888888/224/3221225531/index.m3u8

卡酷少儿,http://39.134.66.66/PLTV/88888888/224/3221225562/index.m3u8
卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
卡酷少儿,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225743/index.m3u8
金鹰卡通,http://39.134.66.66/PLTV/88888888/224/3221225561/index.m3u8
金鹰卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
优漫卡通,http://39.134.66.66/PLTV/88888888/224/3221225556/index.m3u8
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
嘉佳卡通,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226227/index.m3u8
哈哈炫动,http://39.134.66.66/PLTV/88888888/224/3221225534/index.m3u8
哈哈炫动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
哈哈炫动,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226213/index.m3u8

NewTV高清,#genre#
超级综艺,http://39.134.66.66/PLTV/88888888/224/3221225642/index.m3u8
超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
金牌综艺,http://39.134.66.66/PLTV/88888888/224/3221225525/index.m3u8
金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
潮妈辣婆,http://39.134.66.66/PLTV/88888888/224/3221225542/index.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
超级电视剧,http://39.134.66.66/PLTV/88888888/224/3221225637/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
爱情喜剧,http://39.134.66.66/PLTV/88888888/224/3221225533/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
家庭喜剧,http://39.134.66.66/PLTV/88888888/224/3221225538/index.m3u8
精品大剧,http://39.134.66.66/PLTV/88888888/224/3221225536/index.m3u8
精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
东北热剧,http://39.134.66.66/PLTV/88888888/224/3221225679/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
古装剧场,http://39.134.66.66/PLTV/88888888/224/3221225524/index.m3u8
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
欢乐剧场,http://39.134.66.66/PLTV/88888888/224/3221225682/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
海外剧场,http://39.134.66.66/PLTV/88888888/224/3221225521/index.m3u8
海外剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
军旅剧场,http://39.134.66.66/PLTV/88888888/224/3221225560/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
惊悚悬疑,http://39.134.66.66/PLTV/88888888/224/3221225553/index.m3u8
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
明星大片,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
动作电影,http://39.134.66.66/PLTV/88888888/224/3221225555/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
超级电影,http://39.134.66.66/PLTV/88888888/224/3221225644/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
军事评论,http://39.134.66.66/PLTV/88888888/224/3221225535/index.m3u8
军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
农业致富,http://39.134.66.66/PLTV/88888888/224/3221225552/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
怡伴健康,http://39.134.66.66/PLTV/88888888/224/3221225571/index.m3u8
炫舞未来,http://39.134.66.66/PLTV/88888888/224/3221225646/index.m3u8
中国功夫,http://39.134.66.66/PLTV/88888888/224/3221225604/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
NEW搏击?,http://39.134.66.66/PLTV/88888888/224/3221225547/index.m3u8
精品体育,http://39.134.66.66/PLTV/88888888/224/3221225526/index.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
超级体育,http://39.134.66.66/PLTV/88888888/224/3221225635/index.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
精品萌宠,http://39.134.66.66/PLTV/88888888/224/3221226051/index.m3u8
精品萌宠,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8

动画?,http://39.134.66.66/PLTV/88888888/224/3221225550/index.m3u8
黑莓动画,http://39.134.66.66/PLTV/88888888/224/3221225529/index.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓电影,http://39.134.66.66/PLTV/88888888/224/3221225681/index.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8

咪咕高清,#genre#
全民热练,http://39.134.66.66/PLTV/88888888/224/3221226053/index.m3u8
全民热练,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
乒乓球 女,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
乒乓球 女,http://39.134.66.66/PLTV/88888888/224/3221225897/index.m3u8
乒乓球 男,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
足球,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
足球,http://39.134.66.66/PLTV/88888888/224/3221225895/index.m3u8
篮球,http://39.134.66.66/PLTV/88888888/224/3221225758/index.m3u8
篮球,http://39.134.66.66/PLTV/88888888/224/3221225645/index.m3u8
排球,http://39.134.66.66/PLTV/88888888/224/3221225903/index.m3u8
游戏,http://39.134.66.66/PLTV/88888888/224/3221225905/index.m3u8
咪咕视频1,http://39.134.66.66/PLTV/88888888/224/3221225662/index.m3u8
咪咕视频2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
咪咕视频2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕视频2,http://39.134.66.66/PLTV/88888888/224/3221225611/index.m3u8
咪咕视频2,http://39.134.66.66/PLTV/88888888/224/3221225613/index.m3u8
咪咕视频2,http://39.134.66.66/PLTV/88888888/224/3221225739/index.m3u8
咪咕视频2,http://39.134.66.66/PLTV/88888888/224/3221225901/index.m3u8
咪咕视频2,http://39.134.66.66/PLTV/88888888/224/3221226031/index.m3u8
咪咕视频2,http://39.134.66.66/PLTV/88888888/224/3221226046/index.m3u8
咪咕视频2,http://39.134.66.66/PLTV/88888888/224/3221225619/index.m3u8
咪咕视频2,http://39.134.66.66/PLTV/88888888/224/3221225620/index.m3u8
咪咕视频3,http://39.134.66.66/PLTV/88888888/224/3221225641/index.m3u8
咪咕视频3,http://39.134.66.66/PLTV/88888888/224/3221225652/index.m3u8
咪咕视频3,http://39.134.66.66/PLTV/88888888/224/3221225654/index.m3u8
咪咕视频3,http://39.134.66.66/PLTV/88888888/224/3221225754/index.m3u8
咪咕视频3,http://39.134.66.66/PLTV/88888888/224/3221225756/index.m3u8
咪咕视频3,http://39.134.66.66/PLTV/88888888/224/3221225899/index.m3u8
咪咕视频3,http://39.134.66.66/PLTV/88888888/224/3221225639/index.m3u8
咪咕视频3,http://39.134.66.66/PLTV/88888888/224/3221225647/index.m3u8
咪咕视频4,http://39.134.66.66/PLTV/88888888/224/3221225648/index.m3u8
咪咕视频4,http://39.134.66.66/PLTV/88888888/224/3221225649/index.m3u8
咪咕视频4,http://39.134.66.66/PLTV/88888888/224/3221225650/index.m3u8
咪咕视频4,http://39.134.66.66/PLTV/88888888/224/3221225660/index.m3u8
咪咕视频4,http://39.134.66.66/PLTV/88888888/224/3221225658/index.m3u8
咪咕视频5,http://39.134.66.66/PLTV/88888888/224/3221225912/index.m3u8
咪咕视频5,http://39.134.66.66/PLTV/88888888/224/3221225914/index.m3u8
咪咕视频5,http://39.134.66.66/PLTV/88888888/224/3221225733/index.m3u8
咪咕视频5,http://39.134.66.66/PLTV/88888888/224/3221225910/index.m3u8
咪咕视频5,http://39.134.66.66/PLTV/88888888/224/3221225653/index.m3u8
咪咕视频5,http://39.134.66.66/PLTV/88888888/224/3221225643/index.m3u8
咪咕视频5,http://39.134.66.66/PLTV/88888888/224/3221225760/index.m3u8
咪咕视频6,http://39.134.66.66/PLTV/88888888/224/3221225735/index.m3u8
咪咕视频7,http://39.134.66.66/PLTV/88888888/224/3221225655/index.m3u8

游戏?,http://39.134.66.66/PLTV/88888888/224/3221225651/index.m3u8
哒啵赛事,http://39.134.66.66/PLTV/88888888/224/3221225559/index.m3u8
哒啵赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8

黑龙江高清,#genre#
黑龙江少儿,http://39.134.66.66/PLTV/88888888/224/3221225979/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江文体,http://39.134.66.66/PLTV/88888888/224/3221225965/index.m3u8
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江都市,http://39.134.66.66/PLTV/88888888/224/3221225969/index.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
黑龙江影视,http://39.134.66.66/PLTV/88888888/224/3221225973/index.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
黑龙江新闻法制,http://39.134.66.66/PLTV/88888888/224/3221225967/index.m3u8
黑龙江新闻法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
黑龙江农业科教,http://39.134.66.66/PLTV/88888888/224/3221225994/index.m3u8
黑龙江农业科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
哈尔滨新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226434/index.m3u8
哈尔滨新闻综合,http://39.134.66.66/PLTV/88888888/224/3221226093/index.m3u8
齐齐哈尔新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226437/index.m3u8
齐齐哈尔新闻综合,http://39.134.66.66/PLTV/88888888/224/3221226106/index.m3u8
齐齐哈尔经济法制,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226555/index.m3u8
齐齐哈尔经济法制,http://39.134.66.66/PLTV/88888888/224/3221226097/index.m3u8
大庆公共,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226525/index.m3u8
大庆新闻综合,http://39.134.66.66/PLTV/88888888/224/3221226052/index.m3u8
大庆新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226484/index.m3u8
双鸭山公共,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226531/index.m3u8
双鸭山新闻综合,http://39.134.66.66/PLTV/88888888/224/3221226108/index.m3u8
鹤岗新闻综合,http://39.134.66.66/PLTV/88888888/224/3221226073/index.m3u8
鹤岗新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8
佳木斯新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
佳木斯新闻综合,http://39.134.66.66/PLTV/88888888/224/3221225993/index.m3u8

黑龙江地方,#genre#
黑龙江少儿,http://39.134.66.66/PLTV/88888888/224/3221226002/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226371/index.m3u8
黑龙江都市,http://39.134.66.66/PLTV/88888888/224/3221225990/index.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226427/index.m3u8
黑龙江影视,http://39.134.66.66/PLTV/88888888/224/3221225971/index.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226365/index.m3u8
黑龙江文体,http://39.134.66.66/PLTV/88888888/224/3221226012/index.m3u8
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226424/index.m3u8
黑龙江农业科教,http://39.134.66.66/PLTV/88888888/224/3221225998/index.m3u8
黑龙江农业科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226492/index.m3u8
黑龙江新闻法制,http://39.134.66.66/PLTV/88888888/224/3221225992/index.m3u8
黑龙江新闻法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226368/index.m3u8
哈尔滨生活,http://39.134.66.66/PLTV/88888888/224/3221226095/index.m3u8
哈尔滨生活,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226526/index.m3u8
哈尔滨影视,http://39.134.66.66/PLTV/88888888/224/3221226104/index.m3u8
哈尔滨影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8
哈尔滨新闻综合,http://39.134.66.66/PLTV/88888888/224/3221226110/index.m3u8
哈尔滨新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226558/index.m3u8
鸡西新闻综合,http://39.134.66.66/PLTV/88888888/224/3221226035/index.m3u8
鸡西新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226410/index.m3u8
鸡西安全生活,http://39.134.66.66/PLTV/88888888/224/3221226050/index.m3u8
鸡西安全生活,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226481/index.m3u8
漠河综合频道,http://39.134.66.66/PLTV/88888888/224/3221226109/index.m3u8
齐齐哈尔新闻综合,http://39.134.66.66/PLTV/88888888/224/3221226037/index.m3u8
齐齐哈尔新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226413/index.m3u8
齐齐哈尔经济法制,http://39.134.66.66/PLTV/88888888/224/3221226058/index.m3u8
齐齐哈尔经济法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226493/index.m3u8
伊春新闻综合,http://39.134.66.66/PLTV/88888888/224/3221226041/index.m3u8
伊春新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226416/index.m3u8
鹤岗新闻综合,http://39.134.66.66/PLTV/88888888/224/3221226043/index.m3u8
鹤岗新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226496/index.m3u8
双鸭山新闻综合,http://39.134.66.66/PLTV/88888888/224/3221226047/index.m3u8
双鸭山新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226502/index.m3u8
大兴安岭新闻综合,http://39.134.66.66/PLTV/88888888/224/3221226066/index.m3u8
大兴安岭新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226499/index.m3u8
牡丹江新闻综合,http://39.134.66.66/PLTV/88888888/224/3221226062/index.m3u8
牡丹江新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226422/index.m3u8
铜川公共,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226380/index.m3u8
990,http://39.134.66.66/PLTV/888888/224/3221225989/index.m3u8

其它频道,#genre#
中国教育1,http://39.134.66.66/PLTV/88888888/224/3221225563/index.m3u8
中国教育1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
中国教育2,http://39.134.66.66/PLTV/88888888/224/3221226064/index.m3u8
中国教育2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
中国教育4,http://39.134.66.66/PLTV/88888888/224/3221225750/index.m3u8
中国教育4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
教育频道,http://39.134.66.66/PLTV/88888888/224/3221226102/index.m3u8
教育频道,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226523/index.m3u8
山东教育卫视,http://39.134.66.66/PLTV/88888888/224/3221225558/index.m3u8
山东教育卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
弈坛春秋,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226245/index.m3u8
央视台球,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
老故事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8
家庭理财,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226244/index.m3u8
家庭理财,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226244/index.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8

CGTN,http://39.134.66.66/PLTV/88888888/224/3221225510/index.m3u8
CGTN,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225604/index.m3u8
CGTN 纪录,http://39.134.66.66/PLTV/88888888/224/3221225509/index.m3u8
CGTN 纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225602/index.m3u8
CGTN 阿语,http://39.134.66.66/PLTV/88888888/224/3221226081/index.m3u8
CGTN 阿语,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226517/index.m3u820
CGTN 法语,http://39.134.66.66/PLTV/88888888/224/3221226083/index.m3u8
CGTN 法语,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226520/index.m3u8
CGTN 西语,http://39.134.66.66/PLTV/88888888/224/3221226094/index.m3u8
CGTN 西语,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226431/index.m3u8
CGTN 俄语,http://39.134.66.66/PLTV/88888888/224/3221226096/index.m3u8
CGTN 俄语,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226543/index.m3u8
CCTV 1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225783/index.m3u8
CCTV 11,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225776/index.m3u8
CCTV 13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225774/index.m3u8
SXBC西部电影,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226364/index.m3u8

祖国同胞,#genre#
凤凰资讯,http://giwon.ddns.net:5555/udp/239.93.0.118:2191
凤凰资讯,http://giwon.ddns.net:5555/udp/239.93.1.4:2191
凤凰资讯,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8
凤凰资讯,http://170.178.177.98:27347/livehttpplay?channel_id=30015
凤凰资讯,https://tv.sd.cn/sichuan?id=239.93.0.118:2191
凤凰资讯,http://www.372583307.top:4022/udp/233.50.200.192:5140
翡翠台,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
HBO,http://218.202.220.2:5000/nn_live.m3u8?id=HBO
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
唯心电视台,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8

购物高清,#genre#
优购物,http://39.134.66.66/PLTV/88888888/224/3221225894/index.m3u8
优购物,http://39.134.66.66/PLTV/88888888/224/3221225593/index.m3u8
优购物,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226123/index.m3u8
优购物,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225679/index.m3u8
优购物,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
优乐购,http://39.134.66.66/PLTV/88888888/224/3221225896/index.m3u8
优乐购,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226094/index.m3u8
快乐购,http://39.134.66.66/PLTV/88888888/224/3221225898/index.m3u8
快乐购,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226065/index.m3u8
家有购物,http://39.134.66.66/PLTV/88888888/224/3221225554/index.m3u8
家有购物,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225682/index.m3u8
好享购物,http://39.134.66.66/PLTV/88888888/224/3221225695/index.m3u8
好享购物,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225757/index.m3u8
中视购物,http://39.134.66.66/PLTV/88888888/224/3221225875/index.m3u8
中视购物,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226091/index.m3u8
风尚购物,http://39.134.66.66/PLTV/88888888/224/3221225597/index.m3u8
风尚购物,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225708/index.m3u8
央广购物,http://39.134.66.66/PLTV/88888888/224/3221225892/index.m3u8
央广购物,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226068/index.m3u8
